Origin,Destination,Shipment Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delivery Difference (Days)
Hyderabad,Ahmedabad,2024-01-13,Lorry,1204,Rain,Light,1,-4
Pune,Kolkata,2023-01-31,Trailer,1158,Clear,Light,1,3
Delhi,Hyderabad,2024-05-31,Truck,445,Clear,Heavy,1,2
Pune,Ahmedabad,2024-05-23,Trailer,1252,Clear,Light,0,0
Jaipur,Delhi,2023-05-27,Container,1702,Clear,Light,0,0
Mumbai,Hyderabad,2023-03-01,Container,1562,Rain,Light,1,5
Lucknow,Delhi,2024-04-10,Trailer,1407,Rain,Heavy,1,3
Bangalore,Lucknow,2023-10-03,Container,1116,Storm,Light,1,3
Mumbai,Ahmedabad,2023-05-25,Trailer,1135,Clear,Moderate,1,1
Pune,Bangalore,2023-02-12,Container,913,Clear,Light,0,0
Lucknow,Pune,2023-06-14,Truck,650,Clear,Light,0,0
Mumbai,Ahmedabad,2024-03-14,Lorry,1870,Clear,Heavy,1,2
Mumbai,Jaipur,2023-01-04,Truck,1374,Clear,Moderate,1,-1
Jaipur,Bangalore,2023-03-15,Lorry,1602,Clear,Heavy,1,2
Bangalore,Mumbai,2023-04-07,Container,1690,Rain,Light,1,5
Kolkata,Bangalore,2024-06-01,Trailer,1633,Clear,Light,1,3
Mumbai,Pune,2024-05-11,Truck,1488,Clear,Moderate,1,6
Delhi,Mumbai,2024-03-09,Truck,240,Clear,Heavy,1,2
Chennai,Lucknow,2024-03-04,Truck,1751,Clear,Moderate,1,3
Hyderabad,Mumbai,2024-03-19,Trailer,624,Clear,Light,1,5
Chennai,Bangalore,2023-02-05,Trailer,855,Storm,Light,1,3
Jaipur,Mumbai,2024-01-14,Container,620,Clear,Light,0,0
Hyderabad,Kolkata,2023-02-16,Lorry,207,Clear,Heavy,1,7
Jaipur,Delhi,2023-10-29,Trailer,1216,Clear,Light,0,0
Kolkata,Lucknow,2024-04-25,Trailer,203,Clear,Light,0,0
Chennai,Ahmedabad,2023-05-06,Truck,991,Clear,Moderate,1,1
Lucknow,Jaipur,2023-08-05,Lorry,620,Rain,Light,1,1
Kolkata,Lucknow,2023-08-01,Lorry,1128,Clear,Moderate,1,1
Bangalore,Hyderabad,2023-06-05,Trailer,1583,Rain,Light,1,1
Chennai,Delhi,2023-12-19,Lorry,1709,Clear,Moderate,1,1
Jaipur,Chennai,2023-08-06,Lorry,523,Clear,Moderate,1,1
Kolkata,Chennai,2023-09-08,Container,745,Storm,Heavy,1,5
Jaipur,Mumbai,2023-10-21,Truck,1146,Clear,Heavy,1,2
Bangalore,Mumbai,2023-05-15,Container,825,Clear,Light,1,4
Lucknow,Pune,2023-03-15,Truck,1658,Rain,Light,1,1
Bangalore,Hyderabad,2023-03-02,Container,1394,Clear,Light,0,0
Pune,Chennai,2024-01-27,Container,1969,Clear,Light,1,5
Pune,Hyderabad,2023-10-22,Trailer,1367,Clear,Light,1,4
Mumbai,Jaipur,2023-03-18,Container,344,Clear,Heavy,1,5
Lucknow,Bangalore,2023-01-02,Container,682,Fog,Moderate,1,3
Chennai,Delhi,2023-07-15,Trailer,246,Rain,Light,1,1
Lucknow,Ahmedabad,2023-06-07,Lorry,1043,Clear,Moderate,1,1
Delhi,Mumbai,2023-06-02,Lorry,606,Clear,Light,0,0
Kolkata,Hyderabad,2023-07-28,Truck,1190,Clear,Moderate,1,4
Kolkata,Lucknow,2023-01-31,Container,753,Rain,Light,1,1
Lucknow,Ahmedabad,2023-01-04,Container,428,Clear,Moderate,1,1
Jaipur,Kolkata,2023-03-08,Trailer,1827,Clear,Light,0,0
Jaipur,Delhi,2023-10-26,Truck,1078,Storm,Light,1,3
Lucknow,Hyderabad,2023-02-07,Container,579,Clear,Moderate,1,6
Mumbai,Hyderabad,2023-02-16,Trailer,697,Clear,Heavy,1,2
Ahmedabad,Jaipur,2023-04-27,Lorry,864,Clear,Light,0,0
Mumbai,Chennai,2023-10-10,Trailer,1624,Rain,Moderate,1,2
Ahmedabad,Jaipur,2023-07-14,Truck,1452,Clear,Light,0,0
Mumbai,Bangalore,2023-01-20,Trailer,1611,Clear,Heavy,1,6
Jaipur,Hyderabad,2023-08-27,Trailer,441,Rain,Moderate,1,2
Ahmedabad,Delhi,2023-04-03,Container,1361,Fog,Light,1,2
Delhi,Jaipur,2023-01-18,Lorry,617,Rain,Moderate,1,2
Mumbai,Delhi,2023-08-12,Truck,1712,Clear,Light,0,0
Lucknow,Delhi,2023-09-20,Container,836,Clear,Moderate,1,1
Mumbai,Jaipur,2023-11-05,Truck,1155,Clear,Moderate,1,1
Pune,Chennai,2024-01-02,Lorry,1286,Clear,Light,0,0
Delhi,Pune,2024-05-04,Trailer,1804,Fog,Moderate,1,-3
Bangalore,Hyderabad,2023-08-03,Container,1507,Rain,Light,1,4
Chennai,Bangalore,2023-08-03,Truck,859,Clear,Moderate,1,1
Bangalore,Pune,2023-08-27,Truck,1410,Clear,Light,0,0
Chennai,Ahmedabad,2023-04-01,Lorry,1749,Clear,Light,1,4
Bangalore,Pune,2024-04-16,Container,1845,Clear,Light,0,0
Jaipur,Pune,2024-02-24,Trailer,673,Fog,Light,1,4
Bangalore,Mumbai,2023-04-16,Trailer,733,Clear,Light,0,0
Pune,Lucknow,2023-02-11,Container,959,Rain,Moderate,1,7
Chennai,Hyderabad,2023-05-06,Container,785,Rain,Light,1,5
Ahmedabad,Mumbai,2024-05-02,Trailer,450,Clear,Light,0,0
Delhi,Bangalore,2023-12-13,Truck,1160,Clear,Light,0,0
Kolkata,Jaipur,2023-03-03,Truck,1280,Clear,Light,1,2
Delhi,Ahmedabad,2023-03-18,Trailer,625,Rain,Light,1,1
Bangalore,Kolkata,2024-04-18,Trailer,1747,Rain,Light,1,1
Ahmedabad,Jaipur,2023-07-21,Lorry,499,Storm,Heavy,1,5
Jaipur,Pune,2024-03-12,Lorry,1613,Rain,Moderate,1,2
Kolkata,Jaipur,2024-01-02,Container,1180,Clear,Light,1,4
Mumbai,Kolkata,2023-01-01,Container,1719,Clear,Light,0,0
Hyderabad,Ahmedabad,2024-02-27,Container,1986,Clear,Light,0,0
Hyderabad,Jaipur,2024-02-20,Trailer,1286,Rain,Light,1,1
Ahmedabad,Bangalore,2023-06-08,Lorry,1235,Fog,Moderate,1,3
Hyderabad,Pune,2023-06-08,Container,1347,Storm,Moderate,1,4
Chennai,Kolkata,2023-01-21,Truck,499,Clear,Light,1,4
Bangalore,Chennai,2023-08-23,Trailer,818,Clear,Light,0,0
Lucknow,Delhi,2024-05-31,Lorry,1094,Rain,Light,1,1
Lucknow,Kolkata,2023-01-15,Truck,1169,Clear,Light,0,0
Lucknow,Chennai,2024-03-11,Lorry,347,Clear,Light,1,2
Ahmedabad,Bangalore,2023-03-04,Trailer,958,Clear,Moderate,1,1
Bangalore,Delhi,2023-11-04,Trailer,1384,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-03-18,Truck,656,Clear,Moderate,1,1
Chennai,Delhi,2024-01-09,Container,1211,Clear,Light,0,0
Kolkata,Delhi,2023-02-12,Lorry,906,Clear,Moderate,1,6
Hyderabad,Pune,2023-11-06,Lorry,658,Clear,Moderate,1,1
Mumbai,Kolkata,2023-06-23,Truck,1787,Clear,Heavy,1,2
Mumbai,Lucknow,2023-07-18,Lorry,961,Clear,Heavy,1,2
Pune,Jaipur,2023-04-07,Lorry,1992,Storm,Moderate,1,4
Kolkata,Pune,2023-12-23,Trailer,1303,Clear,Light,0,0
Chennai,Kolkata,2023-08-05,Container,1794,Clear,Moderate,1,1
Ahmedabad,Jaipur,2024-03-11,Truck,1516,Clear,Light,0,0
Pune,Bangalore,2024-03-30,Container,976,Clear,Light,0,0
Mumbai,Ahmedabad,2024-03-20,Lorry,1268,Rain,Light,1,4
Hyderabad,Chennai,2024-05-10,Trailer,1478,Rain,Moderate,1,2
Jaipur,Lucknow,2023-09-19,Trailer,1824,Rain,Moderate,1,-7
Chennai,Mumbai,2023-02-06,Trailer,475,Rain,Moderate,1,2
Chennai,Ahmedabad,2023-09-30,Truck,1892,Fog,Light,1,7
Hyderabad,Bangalore,2023-05-21,Lorry,1757,Rain,Light,1,1
Kolkata,Bangalore,2024-05-16,Truck,1813,Clear,Light,0,0
Jaipur,Chennai,2023-01-11,Container,242,Fog,Heavy,1,4
Kolkata,Mumbai,2023-03-14,Trailer,882,Clear,Light,0,0
Jaipur,Pune,2023-10-08,Container,1350,Clear,Moderate,1,1
Lucknow,Hyderabad,2023-08-29,Trailer,797,Clear,Heavy,1,-2
Hyderabad,Ahmedabad,2023-12-28,Container,615,Clear,Moderate,1,1
Delhi,Hyderabad,2023-02-25,Container,1006,Clear,Light,0,0
Delhi,Hyderabad,2023-01-28,Trailer,1512,Clear,Moderate,1,6
Mumbai,Ahmedabad,2023-12-08,Truck,730,Clear,Light,1,3
Pune,Bangalore,2023-12-31,Truck,973,Clear,Moderate,1,1
Chennai,Mumbai,2023-11-27,Container,514,Clear,Light,0,0
Delhi,Mumbai,2024-01-04,Truck,853,Clear,Moderate,1,1
Pune,Delhi,2023-08-18,Trailer,1861,Clear,Light,0,0
Pune,Kolkata,2023-02-08,Trailer,448,Clear,Heavy,1,2
Chennai,Mumbai,2023-07-11,Truck,734,Fog,Light,1,2
Ahmedabad,Kolkata,2023-05-04,Lorry,1526,Fog,Light,1,2
Delhi,Kolkata,2024-01-18,Lorry,1244,Clear,Light,0,0
Jaipur,Bangalore,2024-02-26,Container,1207,Rain,Light,1,1
Pune,Kolkata,2024-03-29,Trailer,261,Clear,Heavy,1,2
Delhi,Kolkata,2023-01-01,Truck,884,Clear,Light,0,0
Bangalore,Pune,2024-04-14,Container,1869,Clear,Light,1,5
Delhi,Chennai,2024-05-03,Container,1984,Rain,Moderate,1,2
Hyderabad,Delhi,2023-08-01,Truck,1907,Clear,Moderate,1,1
Bangalore,Ahmedabad,2024-03-02,Container,743,Rain,Light,1,5
Hyderabad,Kolkata,2023-12-30,Truck,1277,Clear,Heavy,1,2
Delhi,Kolkata,2024-02-19,Truck,1904,Clear,Light,0,0
Mumbai,Bangalore,2023-07-28,Lorry,1371,Rain,Light,1,1
Pune,Mumbai,2024-01-14,Truck,1598,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-01-27,Trailer,1125,Clear,Light,0,0
Mumbai,Delhi,2023-11-15,Truck,1348,Rain,Light,1,1
Lucknow,Hyderabad,2023-12-29,Lorry,1429,Clear,Light,0,0
Jaipur,Pune,2023-06-02,Lorry,1902,Clear,Moderate,1,1
Mumbai,Chennai,2023-07-13,Truck,559,Clear,Heavy,1,2
Chennai,Ahmedabad,2023-09-11,Lorry,637,Fog,Moderate,1,3
Ahmedabad,Lucknow,2023-07-04,Trailer,519,Clear,Light,0,0
Jaipur,Lucknow,2024-02-13,Container,1979,Clear,Light,0,0
Chennai,Ahmedabad,2023-09-08,Container,1360,Clear,Moderate,1,1
Delhi,Lucknow,2023-05-06,Container,1465,Clear,Moderate,1,1
Delhi,Kolkata,2023-07-05,Trailer,1350,Clear,Light,0,0
Mumbai,Jaipur,2024-03-24,Container,443,Clear,Light,0,0
Lucknow,Jaipur,2023-01-08,Container,1343,Clear,Heavy,1,4
Delhi,Pune,2023-11-14,Container,290,Clear,Light,0,0
Delhi,Chennai,2023-06-05,Lorry,1547,Clear,Light,0,0
Lucknow,Chennai,2023-01-16,Trailer,1215,Clear,Moderate,1,1
Lucknow,Jaipur,2023-04-20,Trailer,1010,Clear,Moderate,1,1
Jaipur,Ahmedabad,2024-01-22,Lorry,1338,Clear,Light,0,0
Ahmedabad,Bangalore,2024-05-04,Container,887,Fog,Light,1,6
Jaipur,Lucknow,2023-06-15,Trailer,582,Clear,Light,0,0
Chennai,Hyderabad,2023-11-16,Trailer,1386,Clear,Light,1,5
Kolkata,Ahmedabad,2023-07-27,Container,563,Clear,Light,0,0
Jaipur,Mumbai,2023-10-08,Truck,1014,Rain,Light,1,1
Jaipur,Mumbai,2024-05-24,Trailer,1888,Clear,Light,0,0
Chennai,Hyderabad,2023-07-25,Container,431,Clear,Moderate,1,1
Bangalore,Chennai,2023-01-10,Truck,1188,Clear,Light,0,0
Lucknow,Hyderabad,2023-06-14,Lorry,1658,Clear,Moderate,1,1
Hyderabad,Ahmedabad,2023-02-24,Truck,220,Clear,Light,0,0
Bangalore,Hyderabad,2023-09-23,Lorry,863,Clear,Light,0,0
Mumbai,Bangalore,2023-09-25,Trailer,212,Clear,Moderate,1,3
Ahmedabad,Mumbai,2024-01-10,Trailer,1133,Clear,Light,0,0
Delhi,Bangalore,2023-08-15,Truck,1061,Clear,Moderate,1,1
Kolkata,Delhi,2024-05-30,Trailer,600,Fog,Heavy,1,4
Pune,Mumbai,2023-04-20,Trailer,1204,Clear,Moderate,1,1
Delhi,Lucknow,2023-10-12,Truck,1154,Clear,Light,1,4
Bangalore,Kolkata,2024-03-26,Container,371,Clear,Light,1,2
Chennai,Kolkata,2023-08-25,Trailer,1105,Fog,Moderate,1,3
Hyderabad,Ahmedabad,2023-06-16,Container,1175,Clear,Light,1,2
Mumbai,Chennai,2023-11-16,Truck,1744,Clear,Light,0,0
Delhi,Pune,2023-06-25,Trailer,248,Clear,Heavy,1,2
Kolkata,Lucknow,2023-09-19,Container,1105,Rain,Moderate,1,2
Bangalore,Kolkata,2023-02-24,Lorry,1327,Clear,Heavy,1,2
Ahmedabad,Pune,2024-04-04,Container,449,Clear,Heavy,1,2
Mumbai,Jaipur,2023-01-29,Trailer,832,Clear,Moderate,1,1
Chennai,Mumbai,2024-05-29,Container,977,Clear,Light,0,0
Jaipur,Kolkata,2023-03-08,Container,1673,Clear,Moderate,1,1
Mumbai,Hyderabad,2024-05-16,Container,1327,Clear,Heavy,1,2
Mumbai,Ahmedabad,2024-03-30,Lorry,1188,Clear,Light,1,5
Pune,Ahmedabad,2023-02-26,Trailer,1980,Rain,Moderate,1,2
Bangalore,Hyderabad,2023-10-22,Truck,1601,Clear,Moderate,1,1
Jaipur,Kolkata,2023-05-09,Truck,314,Clear,Light,1,4
Ahmedabad,Chennai,2023-12-16,Trailer,344,Clear,Heavy,1,2
Bangalore,Ahmedabad,2024-02-28,Truck,426,Clear,Moderate,1,1
Chennai,Ahmedabad,2023-03-30,Trailer,264,Clear,Moderate,1,5
Jaipur,Mumbai,2023-03-17,Trailer,1262,Clear,Moderate,1,6
Jaipur,Delhi,2024-03-25,Trailer,1854,Storm,Light,1,3
Mumbai,Bangalore,2024-03-14,Truck,1190,Clear,Moderate,1,1
Jaipur,Hyderabad,2023-05-31,Truck,1483,Clear,Moderate,1,1
Pune,Bangalore,2024-02-27,Trailer,1174,Fog,Moderate,1,7
Mumbai,Chennai,2023-06-29,Truck,1332,Clear,Moderate,1,1
Delhi,Hyderabad,2023-04-04,Lorry,1733,Clear,Moderate,1,4
Lucknow,Kolkata,2023-10-24,Trailer,613,Storm,Light,1,-3
Pune,Kolkata,2023-05-13,Trailer,1838,Clear,Heavy,1,2
Jaipur,Bangalore,2023-12-02,Trailer,232,Storm,Moderate,1,8
Jaipur,Mumbai,2023-10-25,Trailer,509,Fog,Moderate,1,3
Ahmedabad,Delhi,2023-01-31,Lorry,903,Clear,Moderate,1,1
Lucknow,Kolkata,2024-05-31,Trailer,1363,Clear,Light,1,5
Lucknow,Chennai,2023-01-01,Container,717,Rain,Moderate,1,2
Chennai,Bangalore,2023-10-06,Lorry,1126,Fog,Light,1,2
Lucknow,Delhi,2023-04-11,Container,240,Clear,Moderate,1,5
Bangalore,Hyderabad,2023-07-25,Container,1907,Clear,Light,1,5
Mumbai,Ahmedabad,2024-05-26,Lorry,1958,Clear,Moderate,1,5
Bangalore,Chennai,2024-01-09,Container,229,Fog,Light,1,2
Lucknow,Ahmedabad,2024-04-19,Trailer,1051,Clear,Moderate,1,1
Chennai,Hyderabad,2023-07-10,Lorry,1792,Clear,Moderate,1,1
Ahmedabad,Kolkata,2024-01-28,Truck,580,Clear,Moderate,1,1
Delhi,Lucknow,2023-02-08,Truck,896,Clear,Light,0,0
Mumbai,Delhi,2023-03-18,Container,265,Clear,Moderate,1,4
Lucknow,Ahmedabad,2023-01-10,Lorry,882,Clear,Moderate,1,1
Pune,Lucknow,2023-08-03,Truck,1912,Clear,Light,0,0
Mumbai,Pune,2024-01-08,Truck,1069,Rain,Moderate,1,2
Mumbai,Chennai,2023-09-12,Truck,1177,Clear,Moderate,1,1
Hyderabad,Bangalore,2023-02-12,Truck,1640,Clear,Light,1,5
Delhi,Lucknow,2023-02-22,Container,1576,Clear,Light,0,0
Delhi,Bangalore,2023-09-20,Container,1858,Clear,Moderate,1,4
Chennai,Lucknow,2023-06-24,Trailer,1332,Clear,Heavy,1,2
Delhi,Kolkata,2023-06-18,Lorry,1219,Clear,Light,0,0
Jaipur,Hyderabad,2024-05-13,Lorry,1151,Clear,Light,0,0
Jaipur,Delhi,2023-08-24,Truck,728,Clear,Light,0,0
Pune,Ahmedabad,2023-02-11,Trailer,1133,Clear,Light,0,0
Jaipur,Chennai,2023-03-04,Trailer,979,Clear,Light,1,3
Bangalore,Kolkata,2024-01-25,Container,564,Clear,Moderate,1,6
Lucknow,Chennai,2023-05-30,Truck,342,Rain,Heavy,1,6
Pune,Delhi,2023-10-07,Lorry,1418,Clear,Light,1,4
Pune,Ahmedabad,2024-05-16,Truck,1953,Rain,Light,1,1
Mumbai,Chennai,2024-03-13,Trailer,1369,Clear,Light,1,4
Kolkata,Mumbai,2023-06-23,Truck,245,Clear,Moderate,1,1
Delhi,Ahmedabad,2023-04-15,Truck,381,Fog,Light,1,2
Kolkata,Mumbai,2023-08-27,Trailer,482,Clear,Moderate,1,1
Ahmedabad,Hyderabad,2023-07-02,Lorry,726,Clear,Moderate,1,4
Ahmedabad,Pune,2024-05-06,Lorry,1694,Fog,Heavy,1,8
Kolkata,Pune,2023-02-05,Container,1133,Clear,Light,0,0
Chennai,Bangalore,2023-02-22,Container,1052,Clear,Moderate,1,1
Chennai,Ahmedabad,2024-02-10,Lorry,446,Rain,Light,1,-1
Jaipur,Lucknow,2023-08-14,Trailer,1215,Clear,Heavy,1,2
Pune,Delhi,2023-07-14,Truck,242,Clear,Moderate,1,1
Kolkata,Jaipur,2024-03-08,Truck,1813,Clear,Light,1,5
Mumbai,Delhi,2023-11-13,Truck,1429,Storm,Light,1,3
Pune,Jaipur,2023-12-17,Container,1037,Clear,Light,1,3
Ahmedabad,Jaipur,2024-05-07,Truck,889,Clear,Moderate,1,1
Ahmedabad,Chennai,2023-07-10,Trailer,975,Rain,Light,1,1
Kolkata,Chennai,2023-03-20,Lorry,430,Clear,Moderate,1,6
Delhi,Ahmedabad,2024-04-04,Truck,1847,Clear,Light,1,2
Delhi,Hyderabad,2024-02-01,Truck,1654,Clear,Light,0,0
Mumbai,Hyderabad,2024-05-08,Lorry,829,Clear,Light,0,0
Hyderabad,Ahmedabad,2024-01-07,Lorry,599,Rain,Heavy,1,3
Ahmedabad,Chennai,2023-02-20,Trailer,1487,Clear,Light,0,0
Pune,Ahmedabad,2023-05-03,Lorry,1376,Clear,Moderate,1,1
Mumbai,Lucknow,2023-02-03,Lorry,1061,Clear,Moderate,1,1
Bangalore,Chennai,2023-10-01,Container,886,Clear,Light,0,0
Ahmedabad,Mumbai,2023-07-24,Container,1198,Clear,Moderate,1,1
Lucknow,Pune,2024-03-15,Container,894,Clear,Moderate,1,1
Lucknow,Pune,2024-03-06,Truck,1102,Storm,Moderate,1,4
Hyderabad,Jaipur,2023-06-19,Trailer,337,Fog,Moderate,1,3
Mumbai,Bangalore,2023-09-12,Trailer,1799,Rain,Moderate,1,2
Ahmedabad,Chennai,2023-10-30,Trailer,1685,Rain,Heavy,1,3
Lucknow,Delhi,2023-11-24,Container,227,Clear,Light,0,0
Delhi,Lucknow,2023-10-01,Trailer,1130,Clear,Light,0,0
Hyderabad,Bangalore,2023-05-12,Trailer,306,Storm,Moderate,1,4
Jaipur,Hyderabad,2024-05-27,Container,1469,Clear,Moderate,1,1
Mumbai,Kolkata,2023-03-15,Trailer,726,Clear,Moderate,1,1
Ahmedabad,Mumbai,2023-04-27,Container,418,Rain,Moderate,1,2
Pune,Delhi,2024-02-24,Container,1446,Clear,Light,0,0
Hyderabad,Bangalore,2024-01-05,Truck,686,Rain,Moderate,1,6
Delhi,Hyderabad,2023-09-23,Truck,1792,Clear,Light,0,0
Jaipur,Chennai,2023-01-14,Lorry,1157,Clear,Moderate,1,1
Jaipur,Kolkata,2024-01-30,Trailer,1812,Rain,Heavy,1,5
Bangalore,Delhi,2023-02-08,Trailer,1779,Clear,Heavy,1,2
Delhi,Jaipur,2023-11-11,Trailer,1882,Clear,Heavy,1,2
Pune,Delhi,2023-02-16,Truck,1441,Clear,Light,1,3
Kolkata,Bangalore,2023-02-08,Truck,562,Clear,Moderate,1,1
Delhi,Ahmedabad,2023-02-08,Container,295,Clear,Light,0,0
Delhi,Ahmedabad,2023-11-16,Truck,1128,Clear,Light,0,0
Mumbai,Pune,2023-02-26,Container,1768,Clear,Heavy,1,2
Pune,Chennai,2023-06-02,Truck,1673,Fog,Moderate,1,5
Kolkata,Lucknow,2023-07-22,Container,1593,Clear,Light,0,0
Pune,Kolkata,2023-08-24,Container,852,Clear,Heavy,1,2
Pune,Delhi,2024-03-22,Container,363,Clear,Moderate,1,1
Pune,Lucknow,2023-03-09,Truck,672,Rain,Light,1,1
Bangalore,Hyderabad,2023-04-23,Trailer,592,Fog,Light,1,2
Mumbai,Pune,2023-07-29,Lorry,389,Fog,Moderate,1,3
Delhi,Kolkata,2023-05-04,Container,283,Rain,Heavy,1,3
Pune,Mumbai,2023-10-09,Truck,1527,Clear,Light,0,0
Pune,Chennai,2023-03-11,Container,1111,Clear,Light,0,0
Mumbai,Delhi,2023-10-23,Lorry,1786,Rain,Moderate,1,2
Delhi,Lucknow,2023-06-11,Truck,1864,Clear,Light,0,0
Bangalore,Lucknow,2023-01-10,Truck,1263,Clear,Light,0,0
Mumbai,Kolkata,2023-12-22,Trailer,1916,Clear,Light,0,0
Ahmedabad,Delhi,2024-05-19,Trailer,1622,Rain,Light,1,1
Lucknow,Hyderabad,2023-02-15,Container,868,Clear,Light,0,0
Kolkata,Ahmedabad,2024-04-23,Container,1382,Clear,Heavy,1,2
Delhi,Mumbai,2023-02-07,Lorry,1495,Clear,Moderate,1,5
Mumbai,Kolkata,2023-12-20,Lorry,994,Rain,Moderate,1,2
Pune,Lucknow,2023-03-30,Lorry,1452,Rain,Light,1,1
Jaipur,Bangalore,2023-03-06,Trailer,936,Rain,Light,1,1
Kolkata,Lucknow,2023-01-25,Truck,1904,Clear,Light,1,3
Hyderabad,Lucknow,2023-11-13,Truck,957,Rain,Light,1,1
Pune,Chennai,2024-01-12,Trailer,1130,Clear,Light,0,0
Lucknow,Delhi,2023-05-12,Truck,326,Clear,Light,0,0
Bangalore,Hyderabad,2023-06-04,Lorry,232,Clear,Light,0,0
Chennai,Bangalore,2024-01-24,Lorry,1368,Clear,Light,0,0
Kolkata,Pune,2024-02-04,Lorry,1513,Clear,Light,0,0
Kolkata,Ahmedabad,2023-09-29,Truck,665,Rain,Light,1,6
Hyderabad,Kolkata,2024-03-13,Trailer,644,Fog,Light,1,2
Delhi,Lucknow,2023-07-24,Lorry,939,Clear,Heavy,1,2
Delhi,Hyderabad,2023-08-16,Container,1506,Rain,Moderate,1,6
Delhi,Mumbai,2023-11-10,Lorry,1338,Clear,Light,0,0
Bangalore,Jaipur,2024-05-31,Lorry,1080,Storm,Moderate,1,-4
Bangalore,Chennai,2023-12-04,Truck,1941,Clear,Light,0,0
Pune,Ahmedabad,2023-06-15,Container,1096,Fog,Light,1,7
Bangalore,Ahmedabad,2023-04-17,Truck,1154,Clear,Light,1,3
Hyderabad,Delhi,2024-02-19,Truck,359,Clear,Light,0,0
Delhi,Hyderabad,2023-07-16,Lorry,1628,Clear,Moderate,1,1
Hyderabad,Bangalore,2024-01-11,Truck,400,Clear,Light,0,0
Kolkata,Lucknow,2024-05-08,Lorry,1779,Rain,Light,1,1
Kolkata,Ahmedabad,2023-07-06,Container,1646,Fog,Light,1,6
Pune,Hyderabad,2023-05-18,Trailer,307,Clear,Moderate,1,1
Mumbai,Chennai,2024-03-27,Lorry,1967,Clear,Light,0,0
Chennai,Hyderabad,2023-08-13,Truck,445,Clear,Moderate,1,1
Chennai,Ahmedabad,2023-08-22,Trailer,1283,Storm,Moderate,1,4
Mumbai,Delhi,2023-11-22,Lorry,1779,Clear,Light,1,5
Bangalore,Mumbai,2023-08-12,Lorry,652,Clear,Moderate,1,1
Ahmedabad,Chennai,2024-03-14,Container,1051,Clear,Moderate,1,1
Ahmedabad,Hyderabad,2023-02-13,Trailer,1129,Fog,Light,1,2
Jaipur,Chennai,2023-02-28,Lorry,1525,Fog,Light,1,2
Ahmedabad,Hyderabad,2024-03-27,Lorry,1425,Clear,Moderate,1,1
Bangalore,Kolkata,2024-04-25,Trailer,1973,Rain,Light,1,4
Lucknow,Bangalore,2024-05-01,Container,1709,Clear,Moderate,1,1
Pune,Mumbai,2024-03-17,Container,1600,Clear,Light,0,0
Bangalore,Jaipur,2023-02-11,Truck,1952,Clear,Moderate,1,1
Chennai,Bangalore,2023-11-15,Trailer,816,Clear,Moderate,1,1
Kolkata,Bangalore,2023-08-30,Container,838,Clear,Light,0,0
Bangalore,Pune,2024-05-26,Trailer,1073,Clear,Heavy,1,2
Delhi,Mumbai,2024-02-18,Trailer,1074,Storm,Light,1,3
Hyderabad,Kolkata,2023-11-09,Truck,1168,Clear,Heavy,1,2
Bangalore,Kolkata,2023-09-11,Lorry,1855,Clear,Moderate,1,4
Delhi,Kolkata,2024-03-30,Container,419,Clear,Moderate,1,-1
Kolkata,Hyderabad,2023-09-02,Truck,1789,Rain,Moderate,1,2
Kolkata,Mumbai,2023-03-20,Trailer,309,Rain,Light,1,3
Bangalore,Pune,2023-01-03,Container,1823,Storm,Moderate,1,4
Hyderabad,Kolkata,2023-05-21,Container,1007,Clear,Light,1,2
Jaipur,Chennai,2023-08-05,Container,904,Clear,Moderate,1,5
Ahmedabad,Pune,2023-02-12,Truck,1556,Clear,Light,0,0
Delhi,Mumbai,2024-04-26,Truck,1370,Clear,Moderate,1,1
Lucknow,Pune,2024-01-13,Lorry,775,Rain,Light,1,1
Bangalore,Chennai,2023-07-06,Trailer,1549,Clear,Moderate,1,1
Chennai,Pune,2023-12-02,Truck,1320,Clear,Moderate,1,1
Mumbai,Delhi,2023-07-31,Lorry,1975,Clear,Light,0,0
Delhi,Jaipur,2023-08-17,Lorry,617,Clear,Heavy,1,2
Mumbai,Lucknow,2023-07-23,Lorry,1788,Rain,Moderate,1,2
Chennai,Delhi,2023-09-13,Container,218,Clear,Light,0,0
Bangalore,Hyderabad,2023-09-19,Truck,1379,Rain,Heavy,1,3
Bangalore,Chennai,2023-03-10,Truck,1208,Clear,Light,0,0
Hyderabad,Jaipur,2024-04-16,Lorry,1873,Clear,Light,0,0
Jaipur,Delhi,2023-04-16,Truck,238,Clear,Moderate,1,3
Hyderabad,Bangalore,2023-05-20,Trailer,1044,Rain,Light,1,1
Pune,Hyderabad,2023-01-19,Lorry,1288,Fog,Moderate,1,3
Mumbai,Delhi,2023-03-05,Trailer,508,Clear,Light,0,0
Chennai,Jaipur,2023-07-07,Container,1266,Clear,Heavy,1,2
Ahmedabad,Pune,2024-02-16,Truck,856,Clear,Light,0,0
Lucknow,Chennai,2024-01-29,Truck,1980,Clear,Light,0,0
Lucknow,Delhi,2024-03-22,Trailer,761,Clear,Light,1,2
Chennai,Mumbai,2024-05-31,Lorry,985,Clear,Light,0,0
Lucknow,Hyderabad,2023-02-03,Trailer,270,Clear,Heavy,1,4
